symbol,type,entry_date,exit_date,entry_price,exit_price,shares,profit,exit_reason
RVTY,long,2025-04-02,2025-04-04 00:00:00,106.72,94.84,47,-558.36,Hard Stop S
RVTY,long,2025-04-09,2025-04-21 00:00:00,101.34,89.77,49,-566.93,Hard Stop S
RVTY,long,2025-06-03,2025-06-10 00:00:00,91.03,96.25,55,287.1,BE L
ROK,long,2025-04-09,2025-05-07 00:00:00,242.43,283.17,21,855.54,Gap out L
ROL,short,2025-03-28,2025-04-07 00:00:00,53.06,50.95,94,198.34,BE S
ROST,long,2025-03-05,2025-03-13 00:00:00,138.64,123.3,36,-552.24,S 2 L
RCL,long,2025-04-07,2025-04-09 00:00:00,179.55,209.51,28,838.88,BE L
RCL,short,2025-06-09,2025-06-12 00:00:00,273.99,265.73,18,148.68,BE S
CRM,long,2025-03-05,2025-03-13 00:00:00,291.97,271.74,17,-343.91,S 2 L
CRM,short,2025-05-09,2025-06-02 00:00:00,275.42,261.62,18,248.4,BE S
SBAC,short,2025-04-21,2025-05-05 00:00:00,225.55,241.95,22,-360.8,L 2 S
SBAC,short,2025-05-07,2025-05-12 00:00:00,240.31,229.67,21,223.44,BE S
SLB,long,2025-03-05,2025-03-07 00:00:00,39.43,41.37,127,246.38,BE L
SLB,long,2025-04-09,2025-06-23 00:00:00,35.98,33.73,139,-312.75,S 2 L
STX,short,2025-03-03,2025-03-04 00:00:00,100.06,94.08,50,299.0,BE S
STX,long,2025-04-09,2025-04-23 00:00:00,74.29,78.09,67,254.6,Gap out L
SRE,long,2025-04-09,2025-04-23 00:00:00,68.06,73.31,73,383.25,BE L
SRE,short,2025-06-03,2025-06-05 00:00:00,77.79,75.95,64,117.76,BE S
SHW,long,2025-04-09,2025-05-02 00:00:00,336.25,359.64,15,350.85,BE L
SPG,short,2025-02-21,2025-03-06 00:00:00,183.8,174.54,27,250.02,BE S
SPG,long,2025-04-09,2025-05-12 00:00:00,153.18,171.44,33,602.58,Target L
SWKS,short,2025-06-11,2025-07-01 00:00:00,72.82,77.16,69,-299.46,L 2 S
SJM,short,2025-03-04,2025-03-31 00:00:00,109.84,118.41,46,-394.22,L 2 S
SJM,long,2025-05-12,2025-05-20 00:00:00,112.5,114.95,44,107.8,BE L
SJM,long,2025-06-18,2025-07-01 00:00:00,95.96,102.95,52,363.48,BE L
SW,long,2025-04-09,2025-05-05 00:00:00,42.68,39.62,117,-358.02,S 2 L
SNA,long,2025-04-09,2025-04-21 00:00:00,329.88,292.36,15,-562.8,Hard Stop S
SOLV,long,2025-04-09,2025-05-12 00:00:00,68.58,74.8,73,454.06,Target L
LUV,long,2025-04-09,2025-04-14 00:00:00,28.55,25.56,175,-523.25,Hard Stop S
LUV,short,2025-06-11,2025-06-13 00:00:00,33.49,31.73,149,262.24,BE S
SWK,short,2025-02-21,2025-02-27 00:00:00,87.95,85.61,57,133.38,BE S
SWK,long,2025-04-02,2025-04-03 00:00:00,76.98,64.66,65,-800.8,Hard Stop S
SWK,long,2025-04-09,2025-04-16 00:00:00,64.22,56.81,78,-577.98,Hard Stop S
SBUX,long,2025-04-09,2025-05-05 00:00:00,88.68,81.66,56,-393.12,S 2 L
STT,long,2025-04-09,2025-05-02 00:00:00,82.32,90.53,61,500.81,BE L
STLD,short,2025-03-03,2025-03-07 00:00:00,130.5,125.03,38,207.86,BE S
STLD,short,2025-05-13,2025-05-22 00:00:00,135.42,129.89,37,204.61,BE S
STE,long,2025-04-09,2025-05-06 00:00:00,222.94,222.45,22,-10.78,S 2 L
SYK,long,2025-04-09,2025-05-15 00:00:00,362.97,392.2,14,409.22,BE L
SYF,long,2025-03-07,2025-04-01 00:00:00,54.74,53.26,91,-134.68,S 2 L
TMUS,long,2025-04-09,2025-04-25 00:00:00,254.9,232.77,20,-442.6,S 2 L
TROW,long,2025-04-09,2025-05-12 00:00:00,90.16,97.09,55,381.15,Target L
TTWO,short,2025-05-16,2025-06-24 00:00:00,226.74,243.05,22,-358.82,L 2 S
TTWO,short,2025-06-25,2025-07-10 00:00:00,241.64,235.33,21,132.51,BE S
TPR,long,2025-04-09,2025-05-08 00:00:00,67.28,77.54,74,759.24,Gap out L
TGT,long,2025-03-07,2025-04-02 00:00:00,115.08,105.77,43,-400.33,S 2 L
TGT,long,2025-04-09,2025-05-12 00:00:00,97.69,101.08,51,172.89,Target L
TEL,long,2025-04-02,2025-04-04 00:00:00,142.29,122.0,35,-710.15,Hard Stop S
TEL,short,2025-06-27,2025-07-08 00:00:00,166.87,172.43,30,-166.8,L 2 S
TDY,long,2025-04-09,2025-06-09 00:00:00,468.69,505.36,11,403.37,BE L
TER,long,2025-04-07,2025-04-23 00:00:00,72.87,73.18,69,21.39,Gap out L
TER,short,2025-06-11,2025-06-13 00:00:00,86.79,83.08,58,215.18,BE S
TSLA,long,2025-03-02,2025-01-23 00:00:00,191.81,412.38,26,5734.82,BE L
TSLA,long,2025-02-28,2025-03-06 00:00:00,292.98,263.45,17,-502.01,Hard Stop S
TXN,long,2025-04-09,2025-04-11 00:00:00,169.5,147.6,29,-635.1,Hard Stop S
TXN,short,2025-06-11,2025-07-09 00:00:00,199.69,216.39,25,-417.5,L 2 S
TXT,short,2025-06-11,2025-07-01 00:00:00,76.8,80.98,65,-271.7,L 2 S
TMO,long,2025-04-09,2025-05-06 00:00:00,453.55,407.02,11,-511.83,Hard Stop S
TJX,short,2025-05-08,2025-05-16 00:00:00,128.09,133.34,39,-204.75,L 2 S
TJX,long,2025-06-27,2025-07-03 00:00:00,123.38,125.86,41,101.68,BE L
TKO,long,2025-04-09,2025-04-28 00:00:00,148.54,160.43,34,404.26,BE L
TKO,short,2025-06-06,2025-06-23 00:00:00,165.94,175.53,30,-287.7,L 2 S
TSCO,long,2025-04-09,2025-05-22 00:00:00,51.38,49.67,97,-165.87,S 2 L
TT,long,2025-03-07,2025-03-24 00:00:00,344.76,357.6,15,192.6,BE L
TT,long,2025-04-09,2025-04-30 00:00:00,342.8,383.31,15,607.65,Gap out L
TT,short,2025-05-08,2025-06-23 00:00:00,405.65,426.92,12,-255.24,L 2 S
TRV,short,2025-03-04,2025-03-18 00:00:00,255.7,260.5,20,-96.0,L 2 S
TRMB,long,2025-03-07,2025-03-24 00:00:00,69.06,72.07,72,216.72,BE L
TRMB,long,2025-04-09,2025-05-08 00:00:00,61.49,67.38,81,477.09,Target L
TSN,short,2025-03-04,2025-03-27 00:00:00,60.5,62.38,83,-156.04,L 2 S
TSN,long,2025-04-09,2025-05-05 00:00:00,59.76,56.08,84,-309.12,S 2 L
USB,long,2025-04-09,2025-05-12 00:00:00,39.3,44.01,127,598.17,Target L
UBER,short,2025-04-23,2025-05-02 00:00:00,73.77,84.28,68,-714.68,Hard Stop L
UDR,long,2025-04-09,2025-06-25 00:00:00,41.07,40.11,122,-117.12,S 2 L
UNP,long,2025-03-31,2025-04-07 00:00:00,236.24,209.97,21,-551.67,Hard Stop S
UNP,long,2025-04-09,2025-05-12 00:00:00,223.53,230.87,22,161.48,Target L
UPS,long,2025-04-02,2025-04-04 00:00:00,110.2,97.71,45,-562.05,Hard Stop S
UPS,long,2025-04-09,2025-05-12 00:00:00,99.66,101.21,50,77.5,Target L
UPS,short,2025-05-13,2025-05-21 00:00:00,99.81,95.85,50,198.0,BE S
UPS,short,2025-07-03,2025-07-07 00:00:00,104.13,100.85,48,157.44,BE S
UNH,long,2025-05-20,2025-01-23 00:00:00,118.71,529.77,42,17264.52,BE L
UNH,long,2025-02-25,2025-03-17 00:00:00,470.38,499.02,11,315.04,BE L
UHS,long,2025-03-05,2025-03-31 00:00:00,177.72,187.9,28,285.04,BE L
UHS,short,2025-05-08,2025-06-10 00:00:00,183.77,172.67,27,299.7,BE S
UHS,long,2025-06-12,2025-07-01 00:00:00,173.66,188.94,29,443.12,BE L
VLO,long,2025-03-06,2025-03-17 00:00:00,126.0,132.95,40,278.0,BE L
VLTO,long,2025-04-09,2025-05-08 00:00:00,91.13,97.28,55,338.25,BE L
VRSN,short,2025-03-04,2025-03-27 00:00:00,237.04,254.74,21,-371.7,L 2 S
VRSN,long,2025-05-30,2025-06-06 00:00:00,272.47,285.02,18,225.9,BE L
VRSK,long,2025-04-09,2025-05-07 00:00:00,289.34,309.9,17,349.52,BE L
VZ,short,2025-03-04,2025-04-03 00:00:00,42.87,45.62,117,-321.75,L 2 S
VRTX,long,2025-04-09,2025-05-08 00:00:00,482.3,429.6,10,-527.0,S 2 L
VICI,short,2025-03-04,2025-04-04 00:00:00,32.18,30.59,155,246.45,BE S
VICI,long,2025-04-09,2025-04-17 00:00:00,30.79,32.54,162,283.5,BE L
V,long,2025-03-14,2025-03-24 00:00:00,331.8,343.87,15,181.05,BE L
V,long,2025-04-09,2025-05-15 00:00:00,332.43,362.3,15,448.05,BE L
V,long,2025-06-23,2025-06-30 00:00:00,343.75,355.05,15,169.5,BE L
WRB,short,2025-03-04,2025-03-18 00:00:00,62.23,63.4,80,-93.6,L 2 S
WAB,long,2025-04-09,2025-04-23 00:00:00,175.82,181.97,28,172.2,Gap out L
DIS,long,2025-04-09,2025-05-07 00:00:00,91.44,102.09,55,585.75,Gap out L
WBD,short,2025-02-25,2025-04-03 00:00:00,10.69,9.16,468,716.04,Gap out S
WM,short,2025-03-04,2025-03-11 00:00:00,229.96,224.21,22,126.5,BE S
WM,short,2025-05-08,2025-05-12 00:00:00,233.13,225.57,21,158.76,BE S
WAT,short,2025-05-09,2025-06-16 00:00:00,344.06,347.81,15,-56.25,L 2 S
WEC,short,2025-03-04,2025-03-14 00:00:00,105.5,106.75,47,-58.75,L 2 S
WELL,short,2025-06-03,2025-06-23 00:00:00,152.2,154.12,33,-63.36,L 2 S
WDC,short,2025-06-10,2025-06-24 00:00:00,55.95,62.07,89,-544.68,L 2 S
WY,long,2025-04-09,2025-05-12 00:00:00,26.56,26.97,188,77.08,Target L
WY,short,2025-05-13,2025-05-14 00:00:00,26.69,26.02,187,125.29,BE S
WSM,long,2025-03-07,2025-03-13 00:00:00,188.41,165.07,27,-630.18,Hard Stop S
WSM,long,2025-04-09,2025-04-16 00:00:00,158.25,137.62,32,-660.16,Hard Stop S
WMB,short,2025-06-03,2025-06-09 00:00:00,61.11,59.66,82,118.9,BE S
WTW,short,2025-03-04,2025-03-11 00:00:00,333.94,326.52,15,111.3,BE S
WDAY,long,2025-02-24,2025-02-26 00:00:00,261.81,271.09,19,176.32,Gap out L
WDAY,long,2025-03-05,2025-03-31 00:00:00,259.61,233.53,19,-495.52,Hard Stop S
WDAY,long,2025-04-09,2025-05-02 00:00:00,231.42,248.68,22,379.72,BE L
WYNN,short,2025-02-21,2025-03-12 00:00:00,90.76,85.67,55,279.95,BE S
WYNN,long,2025-04-09,2025-05-07 00:00:00,75.83,84.12,66,547.14,BE L
XEL,short,2025-02-25,2025-03-06 00:00:00,70.45,67.66,71,198.09,BE S
XYL,long,2025-04-09,2025-04-29 00:00:00,110.5,118.62,45,365.4,BE L
XYL,short,2025-05-13,2025-05-23 00:00:00,126.93,124.05,39,112.32,BE S
ZBRA,long,2025-04-09,2025-04-29 00:00:00,243.77,256.05,21,257.88,Gap out L
ZBH,long,2025-06-03,2025-06-10 00:00:00,91.85,94.92,54,165.78,BE L
ZTS,long,2025-04-09,2025-05-06 00:00:00,153.55,149.87,33,-121.44,S 2 L
ZTS,short,2025-06-04,2025-06-09 00:00:00,168.59,164.61,30,119.4,BE S
MMM,short,2025-03-26,2025-03-27 00:00:00,152.68,148.44,33,139.92,BE S
AOS,long,2025-04-09,2025-04-29 00:00:00,62.56,67.02,80,356.8,BE L
ABT,short,2025-03-04,2025-03-11 00:00:00,137.58,132.66,36,177.12,BE S
ABBV,short,2025-03-04,2025-04-04 00:00:00,207.76,186.96,24,499.2,S ATR X
ACN,long,2025-04-09,2025-05-12 00:00:00,299.94,322.09,17,376.55,BE L
ADBE,short,2025-05-08,2025-05-16 00:00:00,383.99,417.12,13,-430.69,L 2 S
AES,long,2025-04-09,2025-04-16 00:00:00,11.14,9.96,449,-529.82,Hard Stop S
AFL,long,2025-04-09,2025-06-17 00:00:00,105.3,102.09,47,-150.87,S 2 L
A,long,2025-03-05,2025-04-02 00:00:00,126.51,115.99,40,-420.8,S 2 L
APD,long,2025-03-17,2025-04-01 00:00:00,295.62,293.45,17,-36.89,S 2 L
ABNB,long,2025-04-09,2025-05-12 00:00:00,121.32,134.21,41,528.49,BE L
AKAM,long,2025-04-09,2025-05-05 00:00:00,76.35,83.1,65,438.75,BE L
ALB,long,2025-04-09,2025-04-15 00:00:00,60.47,54.01,83,-536.18,Hard Stop S
ARE,long,2025-04-09,2025-04-29 00:00:00,80.82,72.57,62,-511.5,Hard Stop S
ALGN,long,2025-02-26,2025-03-04 00:00:00,191.21,169.88,26,-554.58,Hard Stop S
ALLE,long,2025-03-13,2025-03-24 00:00:00,124.99,130.59,40,224.0,BE L
LNT,short,2025-03-04,2025-03-06 00:00:00,64.26,62.2,78,160.68,BE S
ALL,short,2025-03-04,2025-03-18 00:00:00,199.03,205.34,25,-157.75,L 2 S
GOOGL,long,2025-04-09,2025-05-07 00:00:00,158.71,151.38,32,-234.56,S 2 L
GOOG,long,2025-04-09,2025-05-07 00:00:00,161.06,152.8,31,-256.06,S 2 L
MO,short,2025-04-25,2025-05-13 00:00:00,58.26,56.47,86,153.94,BE S
AMZN,long,2025-03-28,2025-01-23 00:00:00,83.26,235.42,60,9129.6,L ATR X
AEE,short,2025-03-04,2025-03-06 00:00:00,100.0,97.14,50,143.0,BE S
AEP,short,2025-03-11,2025-04-02 00:00:00,104.43,107.75,48,-159.36,L 2 S
AXP,long,2025-04-09,2025-05-12 00:00:00,262.36,298.92,19,694.64,BE L
AIG,short,2025-03-19,2025-04-02 00:00:00,83.66,87.72,60,-243.6,L 2 S
AMT,short,2025-04-04,2025-04-08 00:00:00,220.17,204.66,23,356.73,BE S
AWK,short,2025-04-04,2025-04-08 00:00:00,147.23,140.87,34,216.24,BE S
AME,long,2025-04-09,2025-05-12 00:00:00,161.0,179.38,31,569.78,L ATR X
AMGN,short,2025-03-11,2025-03-25 00:00:00,318.89,306.86,16,192.48,BE S
APH,long,2025-04-07,2025-04-23 00:00:00,60.9,71.15,82,840.5,L ATR X
ADI,short,2025-02-21,2025-02-27 00:00:00,238.91,223.85,21,316.26,S ATR X
ANSS,long,2025-03-20,2025-03-31 00:00:00,324.63,316.56,15,-121.05,S 2 L
MMM,short,2025-03-26,2025-03-27 00:00:00,152.68,148.44,33,139.92,BE S
AOS,long,2025-04-09,2025-04-29 00:00:00,62.56,67.02,80,356.8,BE L
AOS,long,2025-06-03,2025-07-01 00:00:00,64.0,67.76,78,293.28,L ATR X
ABT,short,2025-03-04,2025-03-11 00:00:00,137.58,132.66,36,177.12,BE S
ABT,short,2025-04-23,2025-05-06 00:00:00,129.84,133.06,39,-125.58,L 2 S
ABT,long,2025-05-06,2025-06-12 00:00:00,133.06,136.45,75,254.25,BE L
ABBV,short,2025-03-04,2025-04-04 00:00:00,207.76,186.96,24,499.2,S ATR X
ACN,long,2025-04-09,2025-05-12 00:00:00,299.94,322.09,17,376.55,BE L
ADBE,short,2025-05-08,2025-05-16 00:00:00,383.99,417.12,13,-430.69,L 2 S
ADBE,long,2025-05-16,2025-06-02 00:00:00,417.12,403.4,24,-329.28,S 2 L
ADBE,short,2025-06-02,2025-06-13 00:00:00,403.4,391.68,25,293.0,BE S
AES,long,2025-04-09,2025-04-16 00:00:00,11.14,9.96,449,-529.82,Hard Stop S
AFL,long,2025-04-09,2025-06-17 00:00:00,105.3,102.09,47,-150.87,S 2 L
AFL,short,2025-06-17,2025-06-26 00:00:00,102.09,103.91,98,-178.36,L 2 S
AFL,long,2025-06-26,2025-07-09 00:00:00,103.91,101.91,96,-192.0,S 2 L
A,long,2025-03-05,2025-04-02 00:00:00,126.51,115.99,40,-420.8,S 2 L
A,short,2025-04-02,2025-04-03 00:00:00,115.99,109.67,86,543.52,S ATR X
A,short,2025-05-09,2025-06-04 00:00:00,106.93,114.94,47,-376.47,L 2 S
A,long,2025-06-04,2025-06-10 00:00:00,114.94,120.52,87,485.46,L ATR X
APD,long,2025-03-17,2025-04-01 00:00:00,295.62,293.45,17,-36.89,S 2 L
APD,short,2025-04-01,2025-04-03 00:00:00,293.45,283.2,34,348.5,BE S
APD,long,2025-04-09,2025-05-06 00:00:00,270.2,267.62,19,-49.02,S 2 L
APD,short,2025-05-06,2025-06-03 00:00:00,267.62,283.29,37,-579.79,L 2 S
APD,long,2025-06-03,2025-07-02 00:00:00,283.29,290.3,35,245.35,BE L
ABNB,long,2025-04-09,2025-05-12 00:00:00,121.32,134.21,41,528.49,BE L
ABNB,short,2025-06-09,2025-06-17 00:00:00,139.01,133.37,36,203.04,BE S
AKAM,long,2025-04-09,2025-05-05 00:00:00,76.35,83.1,65,438.75,BE L
ALB,long,2025-04-09,2025-04-15 00:00:00,60.47,54.01,83,-536.18,Hard Stop S
ALB,short,2025-05-14,2025-05-21 00:00:00,61.08,56.44,82,380.48,S ATR X
ALB,long,2025-06-03,2025-06-09 00:00:00,57.01,62.3,88,465.52,L ATR X
ARE,long,2025-04-09,2025-04-29 00:00:00,80.82,72.57,62,-511.5,Hard Stop S
ALGN,long,2025-02-26,2025-03-04 00:00:00,191.21,169.88,26,-554.58,Hard Stop S
ALGN,long,2025-04-09,2025-04-23 00:00:00,165.03,177.23,30,366.0,Target L
ALGN,short,2025-04-28,2025-04-30 00:00:00,181.09,173.3,28,218.12,BE S
ALLE,long,2025-03-13,2025-03-24 00:00:00,124.99,130.59,40,224.0,BE L
ALLE,long,2025-04-09,2025-04-24 00:00:00,124.65,139.51,40,594.4,L ATR X
LNT,short,2025-03-04,2025-03-06 00:00:00,64.26,62.2,78,160.68,BE S
LNT,long,2025-04-09,2025-05-20 00:00:00,60.42,63.16,83,227.42,Target L
ALL,short,2025-03-04,2025-03-18 00:00:00,199.03,205.34,25,-157.75,L 2 S
ALL,long,2025-03-18,2025-04-07 00:00:00,205.34,180.53,49,-1215.69,Hard Stop S
GOOGL,long,2025-04-09,2025-05-07 00:00:00,158.71,151.38,32,-234.56,S 2 L
GOOGL,short,2025-05-07,2025-05-16 00:00:00,151.38,166.19,66,-977.46,L 2 S
GOOGL,long,2025-05-16,2025-05-27 00:00:00,166.19,172.9,60,402.6,BE L
GOOGL,short,2025-06-18,2025-06-20 00:00:00,173.32,166.64,29,193.72,S ATR X
GOOG,long,2025-04-09,2025-05-07 00:00:00,161.06,152.8,31,-256.06,S 2 L
GOOG,short,2025-05-07,2025-05-16 00:00:00,152.8,167.43,65,-950.95,L 2 S
GOOG,long,2025-05-16,2025-05-27 00:00:00,167.43,173.98,60,393.0,BE L
GOOG,short,2025-06-18,2025-06-20 00:00:00,173.98,167.73,29,181.25,BE S
MO,short,2025-04-25,2025-05-13 00:00:00,58.26,56.47,86,153.94,BE S
AMZN,long,2025-03-28,2025-01-23 00:00:00,83.26,235.42,60,9129.6,L ATR X
AMZN,long,2025-03-11,2025-03-25 00:00:00,196.59,205.71,25,228.0,BE L
AMZN,short,2025-05-14,2025-05-21 00:00:00,210.25,201.12,24,219.12,BE S
AEE,short,2025-03-04,2025-03-06 00:00:00,100.0,97.14,50,143.0,BE S
AEP,short,2025-03-11,2025-04-02 00:00:00,104.43,107.75,48,-159.36,L 2 S
AEP,long,2025-04-09,2025-04-17 00:00:00,102.35,107.71,49,262.64,BE L
AXP,long,2025-04-09,2025-05-12 00:00:00,262.36,298.92,19,694.64,BE L
AIG,short,2025-03-19,2025-04-02 00:00:00,83.66,87.72,60,-243.6,L 2 S
AIG,long,2025-04-02,2025-04-07 00:00:00,87.72,77.56,114,-1158.24,Hard Stop S
AMT,short,2025-04-04,2025-04-08 00:00:00,220.17,204.66,23,356.73,BE S
AWK,short,2025-04-04,2025-04-08 00:00:00,147.23,140.87,34,216.24,BE S
AME,long,2025-04-09,2025-05-12 00:00:00,161.0,179.38,31,569.78,L ATR X
AMGN,short,2025-03-11,2025-03-25 00:00:00,318.89,306.86,16,192.48,BE S
AMGN,long,2025-04-09,2025-05-07 00:00:00,291.09,275.84,17,-259.25,S 2 L
AMGN,short,2025-05-07,2025-05-09 00:00:00,275.84,265.86,36,359.28,BE S
APH,long,2025-04-07,2025-04-23 00:00:00,60.9,71.15,82,840.5,L ATR X
APH,short,2025-06-09,2025-06-24 00:00:00,92.96,95.8,54,-153.36,L 2 S
APH,long,2025-06-24,2025-06-27 00:00:00,95.8,97.67,104,194.48,BE L
ADI,short,2025-02-21,2025-02-27 00:00:00,238.91,223.85,21,316.26,S ATR X
ANSS,long,2025-03-20,2025-03-31 00:00:00,324.63,316.56,15,-121.05,S 2 L
ANSS,short,2025-03-31,2025-04-03 00:00:00,316.56,310.45,32,195.52,Target S
APA,long,2025-04-09,2025-04-10 00:00:00,16.71,14.6,299,-630.89,Hard Stop S
AAPL,short,2025-04-01,2025-01-23 00:00:00,183.68,223.66,27,-1079.46,Hard Stop L
AAPL,long,2025-04-09,2025-04-14 00:00:00,198.85,202.52,25,91.75,Gap out L
AMAT,long,2025-04-07,2025-04-09 00:00:00,132.85,149.73,38,641.44,BE L
APTV,short,2025-02-21,2025-02-28 00:00:00,66.68,65.12,75,117.0,BE S
APTV,long,2025-04-02,2025-04-04 00:00:00,60.78,53.0,82,-637.96,Hard Stop S
APTV,long,2025-04-09,2025-04-11 00:00:00,54.42,47.92,92,-598.0,Hard Stop S
ACGL,short,2025-03-28,2025-04-04 00:00:00,95.06,87.83,53,383.19,S ATR X
ACGL,long,2025-06-12,2025-07-02 00:00:00,91.91,88.38,54,-190.62,S 2 L
ADM,short,2025-03-11,2025-03-21 00:00:00,48.64,46.1,103,261.62,BE S
ADM,long,2025-04-09,2025-04-17 00:00:00,44.38,47.82,113,388.72,BE L
ADM,short,2025-05-14,2025-06-03 00:00:00,49.41,47.28,101,215.13,BE S
ANET,long,2025-04-07,2025-04-14 00:00:00,68.17,73.59,73,395.66,Gap out L
AIZ,long,2025-04-09,2025-05-13 00:00:00,193.24,202.45,26,239.46,Target L
T,short,2025-03-04,2025-03-17 00:00:00,26.22,26.83,191,-116.51,L 2 S
T,long,2025-03-17,2025-03-27 00:00:00,26.83,28.2,373,511.01,BE L
ATO,short,2025-03-04,2025-03-06 00:00:00,149.75,146.35,33,112.2,BE S
ADSK,long,2025-04-09,2025-05-07 00:00:00,263.53,283.36,19,376.77,BE L
ADP,long,2025-04-09,2025-05-15 00:00:00,294.69,315.85,17,359.72,BE L
AVY,short,2025-03-03,2025-03-04 00:00:00,185.92,181.33,27,123.93,BE S
BKR,long,2025-04-09,2025-06-10 00:00:00,38.75,39.08,129,42.57,Target L
BKR,short,2025-06-18,2025-06-23 00:00:00,38.98,37.83,128,147.2,BE S
BAC,long,2025-02-13,2025-01-23 00:00:00,106.1,46.39,47,-2806.37,Hard Stop S
BAC,short,2025-06-11,2025-06-25 00:00:00,44.73,46.85,112,-237.44,L 2 S
BAC,long,2025-06-25,2025-06-27 00:00:00,46.85,47.12,213,57.51,Target L
BAX,long,2025-04-09,2025-05-05 00:00:00,30.75,30.43,163,-52.16,S 2 L
BAX,short,2025-05-09,2025-06-02 00:00:00,30.9,29.55,162,218.7,BE S
BBY,short,2025-06-11,2025-06-13 00:00:00,72.65,69.6,69,210.45,BE S
TECH,long,2025-04-02,2025-04-04 00:00:00,58.38,51.72,86,-572.76,Hard Stop S
TECH,long,2025-04-09,2025-04-17 00:00:00,54.07,48.1,92,-549.24,Hard Stop S
BIIB,short,2025-03-11,2025-03-31 00:00:00,143.66,136.84,35,238.7,BE S
BIIB,long,2025-04-09,2025-05-07 00:00:00,120.49,117.21,41,-134.48,S 2 L
BIIB,short,2025-05-07,2025-05-15 00:00:00,117.21,123.7,85,-551.65,L 2 S
BIIB,long,2025-05-15,2025-05-19 00:00:00,123.7,129.44,81,464.94,BE L
BIIB,short,2025-06-11,2025-06-17 00:00:00,133.06,126.56,38,247.0,S ATR X
BX,long,2025-04-09,2025-04-21 00:00:00,137.36,120.22,36,-617.04,Hard Stop S
BX,short,2025-05-13,2025-05-21 00:00:00,148.6,137.49,34,377.74,S ATR X
BX,long,2025-06-18,2025-06-24 00:00:00,137.49,144.05,36,236.16,L ATR X
BA,long,2025-03-11,2025-03-14 00:00:00,154.06,161.81,32,248.0,BE L
BA,short,2025-06-04,2025-06-12 00:00:00,211.98,203.75,24,197.52,BE S
BSX,long,2025-06-13,2025-06-17 00:00:00,99.74,101.73,50,99.5,BE L
BSX,short,2025-07-01,2025-07-08 00:00:00,104.78,102.41,48,113.76,BE S
BMY,short,2025-03-04,2025-04-04 00:00:00,59.44,55.3,84,347.76,S ATR X
BMY,long,2025-05-12,2025-06-12 00:00:00,48.18,50.69,104,261.04,BE L
AVGO,long,2025-04-07,2025-04-09 00:00:00,154.14,185.15,32,992.32,BE L
BRO,long,2025-04-09,2025-04-29 00:00:00,116.64,107.99,43,-371.95,S 2 L
BRO,short,2025-04-29,2025-06-11 00:00:00,107.99,104.48,93,326.43,Target S
BF.B,long,2025-04-09,2025-06-02 00:00:00,34.12,33.2,147,-135.24,S 2 L
BF.B,short,2025-06-02,2025-06-05 00:00:00,33.2,27.25,301,1790.95,S ATR X
BLDR,long,2025-04-09,2025-05-01 00:00:00,124.73,111.93,40,-512.0,Hard Stop S
BLDR,short,2025-06-30,2025-07-09 00:00:00,116.69,133.0,43,-701.33,Hard Stop L
BG,long,2025-04-09,2025-04-17 00:00:00,74.29,78.96,67,312.89,BE L
BXP,long,2025-03-05,2025-04-03 00:00:00,67.68,62.6,74,-375.92,S 2 L
BXP,short,2025-04-03,2025-04-07 00:00:00,62.6,58.49,160,657.6,BE S
BXP,short,2025-05-13,2025-06-03 00:00:00,66.04,70.38,76,-329.84,L 2 S
BXP,long,2025-06-03,2025-06-05 00:00:00,70.38,71.81,142,203.06,Target L
BXP,short,2025-06-09,2025-06-25 00:00:00,72.58,66.64,69,409.86,S ATR X
CDNS,short,2025-03-26,2025-03-31 00:00:00,263.41,254.33,19,172.52,BE S
CZR,long,2025-04-09,2025-04-16 00:00:00,27.57,24.75,181,-510.42,Hard Stop S
CZR,short,2025-06-25,2025-07-10 00:00:00,28.6,31.51,175,-509.25,Hard Stop L
CPT,short,2025-03-04,2025-03-12 00:00:00,123.24,118.4,41,198.44,S ATR X
CPT,long,2025-04-09,2025-05-02 00:00:00,111.71,120.87,45,412.2,BE L
CPB,long,2025-05-12,2025-05-28 00:00:00,35.94,33.79,139,-298.85,S 2 L
CPB,short,2025-05-28,2025-06-16 00:00:00,33.79,32.26,296,452.88,S ATR X
COF,short,2025-05-14,2025-05-21 00:00:00,197.24,186.93,25,257.75,BE S
CAH,short,2025-03-25,2025-04-02 00:00:00,132.75,138.67,38,-224.96,L 2 S
CAH,long,2025-04-09,2025-04-29 00:00:00,130.45,139.84,38,356.82,BE L
CAH,short,2025-05-08,2025-06-16 00:00:00,147.27,162.41,34,-514.76,Hard Stop L
CAH,short,2025-06-20,2025-07-07 00:00:00,163.4,167.63,31,-131.13,L 2 S
CARR,short,2025-03-26,2025-03-28 00:00:00,66.97,63.33,75,273.0,S ATR X
CARR,long,2025-04-09,2025-05-01 00:00:00,60.77,69.8,82,740.46,L ATR X
CAT,long,2025-04-09,2025-05-12 00:00:00,301.01,342.55,17,706.18,L ATR X
CBOE,short,2025-05-08,2025-05-14 00:00:00,228.14,213.53,22,321.42,S ATR X
COR,short,2025-03-04,2025-03-14 00:00:00,253.28,258.07,20,-95.8,L 2 S
COR,long,2025-03-14,2025-03-19 00:00:00,258.07,265.81,39,301.86,BE L
COR,short,2025-04-21,2025-05-07 00:00:00,281.16,304.58,18,-421.56,L 2 S
